empresa;producto;precio;fecha_vigencia;empresabandera;latitud;longitud;anio;mes
BIOENERGIA SRL;Gas Oil Grado 2;16.99;30/3/2017 12:27;SOL PETROLEO;-3.173.979;-6.052.589;2017;3
BIOENERGIA SRL;Gas Oil Grado 3;20.48;30/3/2017 12:28;SOL PETROLEO;-3.173.979;-6.052.589;2017;3
BIOENERGIA SRL;Nafta (premium) de más de 95 Ron;22.48;30/3/2017 12:27;SOL PETROLEO;-3.173.979;-6.052.589;2017;3
BIOENERGIA SRL;Nafta (súper) entre 92 y 95 Ron;19.98;30/3/2017 12:15;SOL PETROLEO;-3.173.979;-6.052.589;2017;3
BJA GNC DE BARON JOSE ANTONIO;GNC;11.99;1/4/2017 07:35;BLANCA;-31.758.048;-60.485.347;2017;4
BJA GNC DE BARON JOSE ANTONIO;GNC;24.99;1/4/2019 14:00;BLANCA;-31.758.048;-60.485.347;2019;4
BJA GNC DE BARON JOSE ANTONIO;GNC;759.9;1/4/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;4
BJA GNC DE BARON JOSE ANTONIO;GNC;49.99;1/5/2021 14:00;BLANCA;-31.758.048;-60.485.347;2021;5
BJA GNC DE BARON JOSE ANTONIO;GNC;74.99;1/5/2022 22:00;BLANCA;-31.758.048;-60.485.347;2022;5
BJA GNC DE BARON JOSE ANTONIO;GNC;635.9;1/7/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;7
BJA GNC DE BARON JOSE ANTONIO;GNC;83.99;1/8/2022 22:00;BLANCA;-31.758.048;-60.485.347;2022;8
BJA GNC DE BARON JOSE ANTONIO;GNC;651.9;1/8/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;8
BJA GNC DE BARON JOSE ANTONIO;GNC;17.99;1/9/2018 14:00;BLANCA;-31.758.048;-60.485.347;2018;9
BJA GNC DE BARON JOSE ANTONIO;GNC;20.19;1/10/2018 22:00;BLANCA;-31.758.048;-60.485.347;2018;10
BJA GNC DE BARON JOSE ANTONIO;GNC;27.99;1/11/2019 14:00;BLANCA;-31.758.048;-60.485.347;2019;11
BJA GNC DE BARON JOSE ANTONIO;GNC;53.99;1/11/2021 22:00;BLANCA;-31.758.048;-60.485.347;2021;11
BJA GNC DE BARON JOSE ANTONIO;GNC;473.90;2/2/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;2
BJA GNC DE BARON JOSE ANTONIO;GNC;794.9;2/7/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;7
BJA GNC DE BARON JOSE ANTONIO;GNC;149.9;2/8/2023 13:00;BLANCA;-31.758.048;-60.485.347;2023;8
BJA GNC DE BARON JOSE ANTONIO;GNC;671.9;2/10/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;10
BJA GNC DE BARON JOSE ANTONIO;GNC;883.9;2/10/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;10
BJA GNC DE BARON JOSE ANTONIO;GNC;99.99;2/12/2022 14:00;BLANCA;-31.758.048;-60.485.347;2022;12
BJA GNC DE BARON JOSE ANTONIO;GNC;16.99;3/4/2018 14:00;BLANCA;-31.758.048;-60.485.347;2018;4
BJA GNC DE BARON JOSE ANTONIO;GNC;529.9;3/4/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;4
BJA GNC DE BARON JOSE ANTONIO;GNC;559.9;3/5/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;5
BJA GNC DE BARON JOSE ANTONIO;GNC;79.99;3/6/2022 14:00;BLANCA;-31.758.048;-60.485.347;2022;6
BJA GNC DE BARON JOSE ANTONIO;GNC;754.9;3/6/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;6
BJA GNC DE BARON JOSE ANTONIO;GNC;677.9;3/9/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;9
BJA GNC DE BARON JOSE ANTONIO;GNC;859.9;3/9/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;9
BJA GNC DE BARON JOSE ANTONIO;GNC;194.9;3/11/2023 13:00;BLANCA;-31.758.048;-60.485.347;2023;11
BJA GNC DE BARON JOSE ANTONIO;GNC;444.9;4/1/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;1
BJA GNC DE BARON JOSE ANTONIO;GNC;616.9;4/6/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;6
BJA GNC DE BARON JOSE ANTONIO;GNC;89.99;4/10/2022 14:00;BLANCA;-31.758.048;-60.485.347;2022;10
BJA GNC DE BARON JOSE ANTONIO;GNC;95.99;4/11/2022 14:00;BLANCA;-31.758.048;-60.485.347;2022;11
BJA GNC DE BARON JOSE ANTONIO;GNC;689.9;4/11/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;11
BJA GNC DE BARON JOSE ANTONIO;GNC;911.9;4/11/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;11
BJA GNC DE BARON JOSE ANTONIO;GNC;704.9;4/12/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;12
BJA GNC DE BARON JOSE ANTONIO;GNC;35.99;5/1/2021 22:00;BLANCA;-31.758.048;-60.485.347;2021;1
BJA GNC DE BARON JOSE ANTONIO;GNC;746.9;5/3/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;3
BJA GNC DE BARON JOSE ANTONIO;GNC;13.99;5/12/2017 14:00;BLANCA;-31.758.048;-60.485.347;2017;12
BJA GNC DE BARON JOSE ANTONIO;GNC;717.9;6/1/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;1
BJA GNC DE BARON JOSE ANTONIO;GNC;732.9;6/2/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;2
BJA GNC DE BARON JOSE ANTONIO;GNC;39.49;6/3/2021 14:00;BLANCA;-31.758.048;-60.485.347;2021;3
BJA GNC DE BARON JOSE ANTONIO;GNC;109.9;6/3/2023 22:00;BLANCA;-31.758.048;-60.485.347;2023;3
BJA GNC DE BARON JOSE ANTONIO;GNC;508.9;7/3/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;3
BJA GNC DE BARON JOSE ANTONIO;GNC;744.9;7/5/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;5
BJA GNC DE BARON JOSE ANTONIO;GNC;829.9;9/8/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;8
BJA GNC DE BARON JOSE ANTONIO;GNC;20.99;9/10/2018 14:00;BLANCA;-31.758.048;-60.485.347;2018;10
BJA GNC DE BARON JOSE ANTONIO;GNC;176.9;10/10/2023 13:00;BLANCA;-31.758.048;-60.485.347;2023;10
BJA GNC DE BARON JOSE ANTONIO;GNC;269.9;11/12/2023 13:00;BLANCA;-31.758.048;-60.485.347;2023;12
BJA GNC DE BARON JOSE ANTONIO;GNC;959.9;11/12/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;12
BJA GNC DE BARON JOSE ANTONIO;GNC;56.99;12/1/2022 22:00;BLANCA;-31.758.048;-60.485.347;2022;1
BJA GNC DE BARON JOSE ANTONIO;GNC;134.9;12/6/2023 22:00;BLANCA;-31.758.048;-60.485.347;2023;6
BJA GNC DE BARON JOSE ANTONIO;GNC;104.90;14/1/2023 14:00;BLANCA;-31.758.048;-60.485.347;2023;1
BJA GNC DE BARON JOSE ANTONIO;GNC;64.99;14/3/2022 22:00;BLANCA;-31.758.048;-60.485.347;2022;3
BJA GNC DE BARON JOSE ANTONIO;GNC;26.99;14/8/2019 14:00;BLANCA;-31.758.048;-60.485.347;2019;8
BJA GNC DE BARON JOSE ANTONIO;GNC;349.9;14/12/2023 13:00;BLANCA;-31.758.048;-60.485.347;2023;12
BJA GNC DE BARON JOSE ANTONIO;GNC;592.9;15/5/2024 13:00;BLANCA;-31.758.048;-60.485.347;2024;5
BJA GNC DE BARON JOSE ANTONIO;GNC;1049;15/5/2026 13:00;BLANCA;-31.758.048;-60.485.347;2026;5
BJA GNC DE BARON JOSE ANTONIO;GNC;28.99;15/11/2019 14:00;BLANCA;-31.758.048;-60.485.347;2019;11
BJA GNC DE BARON JOSE ANTONIO;GNC;37.99;16/1/2021 14:00;BLANCA;-31.758.048;-60.485.347;2021;1
BJA GNC DE BARON JOSE ANTONIO;GNC;61.99;16/2/2022 14:00;BLANCA;-31.758.048;-60.485.347;2022;2
BJA GNC DE BARON JOSE ANTONIO;GNC;41.49;16/3/2021 22:00;BLANCA;-31.758.048;-60.485.347;2021;3
BJA GNC DE BARON JOSE ANTONIO;GNC;114.9;16/3/2023 22:00;BLANCA;-31.758.048;-60.485.347;2023;3
BJA GNC DE BARON JOSE ANTONIO;GNC;166.9;16/8/2023 21:00;BLANCA;-31.758.048;-60.485.347;2023;8
BJA GNC DE BARON JOSE ANTONIO;GNC;21.99;16/11/2018 14:00;BLANCA;-31.758.048;-60.485.347;2018;11
BJA GNC DE BARON JOSE ANTONIO;GNC;14.99;17/1/2018 14:00;BLANCA;-31.758.048;-60.485.347;2018;1
BJA GNC DE BARON JOSE ANTONIO;GNC;119.9;17/4/2023 22:00;BLANCA;-31.758.048;-60.485.347;2023;4
BJA GNC DE BARON JOSE ANTONIO;GNC;34.99;17/12/2020 14:00;BLANCA;-31.758.048;-60.485.347;2020;12
BJA GNC DE BARON JOSE ANTONIO;GNC;44.99;19/4/2021 14:00;BLANCA;-31.758.048;-60.485.347;2021;4
BJA GNC DE BARON JOSE ANTONIO;GNC;25.99;19/6/2019 14:00;BLANCA;-31.758.048;-60.485.347;2019;6
BJA GNC DE BARON JOSE ANTONIO;GNC;30.99;19/8/2020 14:00;BLANCA;-31.758.048;-60.485.347;2020;8
BJA GNC DE BARON JOSE ANTONIO;GNC;31.99;19/9/2020 14:00;BLANCA;-31.758.048;-60.485.347;2020;9
BJA GNC DE BARON JOSE ANTONIO;GNC;22.99;21/2/2019 14:00;BLANCA;-31.758.048;-60.485.347;2019;2
BJA GNC DE BARON JOSE ANTONIO;GNC;139.9;22/6/2023 14:00;BLANCA;-31.758.048;-60.485.347;2023;6
BJA GNC DE BARON JOSE ANTONIO;GNC;13.49;24/10/2017 14:00;BLANCA;-31.758.048;-60.485.347;2017;10
BJA GNC DE BARON JOSE ANTONIO;GNC;33.49;24/11/2020 22:00;BLANCA;-31.758.048;-60.485.347;2020;11
BJA GNC DE BARON JOSE ANTONIO;GNC;51.99;25/6/2021 22:00;BLANCA;-31.758.048;-60.485.347;2021;6
BJA GNC DE BARON JOSE ANTONIO;GNC;999;27/3/2026 13:00;BLANCA;-31.758.048;-60.485.347;2026;3
BJA GNC DE BARON JOSE ANTONIO;GNC;184.9;27/10/2023 13:00;BLANCA;-31.758.048;-60.485.347;2023;10
BJA GNC DE BARON JOSE ANTONIO;GNC;10.99;28/3/2017 12:08;BLANCA;-31.758.048;-60.485.347;2017;3
BJA GNC DE BARON JOSE ANTONIO;GNC;814.9;28/7/2025 13:00;BLANCA;-31.758.048;-60.485.347;2025;7
BJA GNC DE BARON JOSE ANTONIO;GNC;219.9;28/11/2023 13:00;BLANCA;-31.758.048;-60.485.347;2023;11
BJA GNC DE BARON JOSE ANTONIO;GNC;127.9;29/5/2023 22:00;BLANCA;-31.758.048;-60.485.347;2023;5
CENTRO PARANA SRL;GNC;17.00;4/4/2018 09:41;BLANCA;-3.173.883;-60.525.414;2018;4
CENTRO PARANA SRL;GNC;17.99;4/9/2018 11:18;BLANCA;-3.173.883;-60.525.414;2018;9
CENTRO PARANA SRL;GNC;21.99;4/12/2018 13:02;BLANCA;-3.173.883;-60.525.414;2018;12
CENTRO PARANA SRL;GNC;11.950;5/9/2017 13:00;BLANCA;-3.173.883;-60.525.414;2017;9
CENTRO PARANA SRL;GNC;13.99;5/12/2017 12:06;BLANCA;-3.173.883;-60.525.414;2017;12
CENTRO PARANA SRL;GNC;22.99;7/3/2019 15:26;BLANCA;-3.173.883;-60.525.414;2019;3
CENTRO PARANA SRL;GNC;14.99;17/1/2018 14:21;BLANCA;-3.173.883;-60.525.414;2018;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;925;1/2/2024 16:46;GULF;-3.178.869;-6.051.624;2024;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1271;1/2/2025 17:03;GULF;-3.178.869;-6.051.624;2025;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1295;1/3/2025 11:26;GULF;-3.178.869;-6.051.624;2025;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1042;1/4/2024 15:42;GULF;-3.178.869;-6.051.624;2024;4
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1318;1/4/2025 16:22;GULF;-3.178.869;-6.051.624;2025;4
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1112;1/6/2024 11:44;GULF;-3.178.869;-6.051.624;2024;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1125;1/7/2024 17:03;GULF;-3.178.869;-6.051.624;2024;7
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;280.9;1/8/2023 16:36;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1174;1/8/2024 14:24;GULF;-3.178.869;-6.051.624;2024;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1389;1/8/2025 16:23;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1198;1/9/2024 18:20;GULF;-3.178.869;-6.051.624;2024;9
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;168.7;1/10/2022 12:05;GULF;-3.178.869;-6.051.624;2022;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1174;1/10/2024 18:50;GULF;-3.178.869;-6.051.624;2024;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1540;1/10/2025 12:18;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;357;1/11/2023 18:42;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1207;1/11/2024 13:47;GULF;-3.178.869;-6.051.624;2024;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1598;1/11/2025 11:17;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1224;1/12/2024 12:11;GULF;-3.178.869;-6.051.624;2024;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1750;1/12/2025 15:56;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;995;2/3/2024 09:53;GULF;-3.178.869;-6.051.624;2024;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1064;2/5/2024 15:01;GULF;-3.178.869;-6.051.624;2024;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1279;2/5/2025 13:01;GULF;-3.178.869;-6.051.624;2025;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1300;2/6/2025 09:28;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;281;2/8/2023 15:09;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1492;2/9/2025 14:22;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;869;3/1/2024 14:16;GULF;-3.178.869;-6.051.624;2024;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1246;3/1/2025 14:48;GULF;-3.178.869;-6.051.624;2025;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1290;3/6/2025 16:23;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;183.9;3/11/2022 09:46;GULF;-3.178.869;-6.051.624;2022;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1790;4/2/2026 15:12;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1888;4/3/2026 12:12;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;192.2;4/12/2022 10:49;GULF;-3.178.869;-6.051.624;2022;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1411;5/8/2025 17:06;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1085;7/6/2024 18:42;GULF;-3.178.869;-6.051.624;2024;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1779;8/1/2026 14:37;GULF;-3.178.869;-6.051.624;2026;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;127.60;8/6/2022 17:42;GULF;-3.178.869;-6.051.624;2022;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;268.9;8/7/2023 14:53;GULF;-3.178.869;-6.051.624;2023;7
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;461;8/12/2023 12:14;GULF;-3.178.869;-6.051.624;2023;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;122.06;9/5/2022 09:43;GULF;-3.178.869;-6.051.624;2022;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1553;9/10/2025 11:02;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1928;10/3/2026 12:18;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1767;11/12/2025 10:25;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1816;12/2/2026 15:37;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1992;13/3/2026 12:22;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1648;13/11/2025 10:11;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;109.000;14/3/2022 17:25;GULF;-3.178.869;-6.051.624;2022;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1285;14/5/2025 14:53;GULF;-3.178.869;-6.051.624;2025;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;689;14/12/2023 17:19;GULF;-3.178.869;-6.051.624;2023;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1780;15/1/2026 15:08;GULF;-3.178.869;-6.051.624;2026;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1444;15/8/2025 11:29;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1505;15/9/2025 10:52;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;200.9;16/1/2023 09:50;GULF;-3.178.869;-6.051.624;2023;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;210.8;16/2/2023 19:42;GULF;-3.178.869;-6.051.624;2023;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;219.9;16/3/2023 09:41;GULF;-3.178.869;-6.051.624;2023;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;231.4;16/4/2023 14:29;GULF;-3.178.869;-6.051.624;2023;4
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;144.8;16/6/2022 10:09;GULF;-3.178.869;-6.051.624;2022;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;242.7;17/5/2023 11:08;GULF;-3.178.869;-6.051.624;2023;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;257.3;17/6/2023 10:06;GULF;-3.178.869;-6.051.624;2023;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;2031;18/3/2026 12:24;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;316.1;18/8/2023 09:24;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1771;18/12/2025 14:37;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1845;19/2/2026 15:51;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;2054;20/3/2026 12:26;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;2076;21/3/2026 12:27;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1340;21/6/2025 16:26;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1383;21/7/2025 10:37;GULF;-3.178.869;-6.051.624;2025;7
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;156.1;21/8/2022 10:48;GULF;-3.178.869;-6.051.624;2022;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1466;21/8/2025 09:55;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;372;22/11/2023 10:04;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;326;23/10/2023 14:00;GULF;-3.178.869;-6.051.624;2023;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;2162;25/3/2026 12:29;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1519;25/9/2025 16:04;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;401.0;25/11/2023 11:48;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;2184;26/3/2026 12:31;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;2200;27/3/2026 12:32;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1706;27/11/2025 15:53;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;2227;28/3/2026 12:34;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 2;1568;30/10/2025 15:06;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1098;1/2/2024 16:47;GULF;-3.178.869;-6.051.624;2024;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1506;1/2/2025 17:09;GULF;-3.178.869;-6.051.624;2025;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1535;1/3/2025 11:27;GULF;-3.178.869;-6.051.624;2025;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1236;1/4/2024 15:43;GULF;-3.178.869;-6.051.624;2024;4
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1562;1/4/2025 16:24;GULF;-3.178.869;-6.051.624;2025;4
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1437;1/5/2025 13:02;GULF;-3.178.869;-6.051.624;2025;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1318;1/6/2024 11:48;GULF;-3.178.869;-6.051.624;2024;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1337;1/7/2024 17:04;GULF;-3.178.869;-6.051.624;2024;7
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;360.2;1/8/2023 16:37;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1391;1/8/2024 14:25;GULF;-3.178.869;-6.051.624;2024;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1563;1/8/2025 16:28;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1419;1/9/2024 18:20;GULF;-3.178.869;-6.051.624;2024;9
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;225.2;1/10/2022 12:06;GULF;-3.178.869;-6.051.624;2022;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1391;1/10/2024 19:04;GULF;-3.178.869;-6.051.624;2024;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1730;1/10/2025 12:19;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;457;1/11/2023 18:43;GULF;-3.178.869;-6.051.624;2023;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1430;1/11/2024 13:48;GULF;-3.178.869;-6.051.624;2024;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1789;1/11/2025 11:17;GULF;-3.178.869;-6.051.624;2025;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1450;1/12/2024 12:12;GULF;-3.178.869;-6.051.624;2024;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1916;1/12/2025 15:57;GULF;-3.178.869;-6.051.624;2025;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1181;2/3/2024 09:53;GULF;-3.178.869;-6.051.624;2024;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1265;2/5/2024 15:05;GULF;-3.178.869;-6.051.624;2024;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1459;2/6/2025 09:28;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;359.80;2/8/2023 15:10;GULF;-3.178.869;-6.051.624;2023;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1675;2/9/2025 14:23;GULF;-3.178.869;-6.051.624;2025;9
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1032;3/1/2024 14:16;GULF;-3.178.869;-6.051.624;2024;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1476;3/1/2025 14:49;GULF;-3.178.869;-6.051.624;2025;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1449;3/6/2025 16:24;GULF;-3.178.869;-6.051.624;2025;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;246.6;3/11/2022 09:49;GULF;-3.178.869;-6.051.624;2022;11
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1954;4/2/2026 15:13;GULF;-3.178.869;-6.051.624;2026;2
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2045;4/3/2026 12:16;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;261.1;4/12/2022 10:50;GULF;-3.178.869;-6.051.624;2022;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1588;5/8/2025 17:07;GULF;-3.178.869;-6.051.624;2025;8
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1298;7/6/2024 18:42;GULF;-3.178.869;-6.051.624;2024;6
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1949;8/1/2026 14:40;GULF;-3.178.869;-6.051.624;2026;1
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;344.3;8/7/2023 15:06;GULF;-3.178.869;-6.051.624;2023;7
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;586;8/12/2023 12:15;GULF;-3.178.869;-6.051.624;2023;12
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;162.40;9/5/2022 09:44;GULF;-3.178.869;-6.051.624;2022;5
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;1752;9/10/2025 11:02;GULF;-3.178.869;-6.051.624;2025;10
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2085;10/3/2026 12:19;GULF;-3.178.869;-6.051.624;2026;3
COMBUSTIBLES PARANA SAS;Gas Oil Grado 3;2034;11/3/2026 12:20;GULF;-3.178.869;-6.051.624;2026;3
