empresa;producto;precio;fecha_vigencia;empresabandera;latitud;longitud;anio;mes
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;48.23;1/6/2019 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;6
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1067;1/6/2024 08:30;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;6
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;49.44;1/7/2019 18:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;7
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1099.00;1/7/2024 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;7
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;270.30;1/8/2023 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;8
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1131.00;1/8/2024 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;8
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;39.41;1/9/2018 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;9
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1174;1/9/2024 04:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;9
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;42.20;1/10/2018 04:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;10
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;156.50;1/10/2022 12:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;10
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;53.98;1/11/2019 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;351.00;1/11/2023 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1199;1/11/2024 09:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;174.20;1/12/2022 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;79.75;2/2/2021 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2021;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;105.70;2/2/2022 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;948;2/3/2024 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;3
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1323;2/5/2025 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2025;5
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;30.20;2/6/2018 16:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;6
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1338;2/6/2025 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2025;6
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;22.49;2/7/2017 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2017;7
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1169;2/10/2024 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;10
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;43.88;2/11/2018 15:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;25.81;2/12/2017 15:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2017;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;59.61;2/12/2019 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1234;2/12/2024 00:30;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;822.00;3/1/2024 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;1257;3/1/2025 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2025;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;42.65;3/2/2019 12:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;32.92;3/7/2018 01:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;7
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;167.50;3/11/2022 11:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;42.09;4/12/2018 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;73.81;5/1/2021 14:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2021;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;20.96;5/4/2017 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2017;4
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;175.20;5/12/2022 18:20;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;892.00;6/2/2024 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2024;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;34.90;6/8/2018 09:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;8
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;59.88;6/12/2019 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;27.96;7/2/2018 09:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;41.81;8/1/2019 11:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;467.00;8/12/2023 00:45;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;130.20;9/5/2022 09:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;5
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;131.40;9/5/2022 21:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;5
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;471.00;9/12/2023 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;27.78;10/2/2018 08:30;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;28.94;10/4/2018 11:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;4
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;258.70;11/7/2023 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;7
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;20.98;12/1/2017 20:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2017;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;74.52;13/1/2021 15:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2021;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;71.12;13/12/2020 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2020;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;646.00;13/12/2023 14:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;655.00;13/12/2023 15:30;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;80.77;14/2/2021 16:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2021;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;192.20;14/2/2023 22:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;118.30;14/3/2022 09:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;3
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;56.68;14/11/2019 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;184.70;15/1/2023 09:36;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;201.90;15/3/2023 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;3
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;27.26;16/1/2018 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;78.91;16/1/2021 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2021;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;86.70;16/3/2021 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2021;3
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;306.80;16/8/2023 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;8
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;66.14;16/10/2020 12:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2020;10
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;659.00;16/12/2023 03:30;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;12
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;27.27;17/1/2018 19:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;194.50;17/2/2023 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;2
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;206.20;17/3/2023 01:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;3
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;91.90;17/4/2021 11:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2021;4
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;219.60;17/4/2023 00:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;4
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;96.90;17/5/2021 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2021;5
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;228.40;17/5/2023 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;5
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;244.20;17/6/2023 08:30;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;6
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;42.92;17/11/2018 17:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;230.30;18/5/2023 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;5
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;28.76;19/4/2018 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;4
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;62.73;19/8/2020 09:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2020;8
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;51.42;19/9/2019 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;9
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;63.79;19/9/2020 10:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2020;9
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;247.60;22/6/2023 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;6
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;146.90;22/8/2022 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2022;8
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;24.72;23/10/2017 09:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2017;10
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;68.45;24/11/2020 06:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2020;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;26.98;25/1/2018 08:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2018;1
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;396.00;25/11/2023 12:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;11
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;312.90;26/9/2023 00:40;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;9
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;326.00;26/10/2023 00:05;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;10
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;320.89;28/8/2023 23:40;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;8
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;306.80;29/8/2023 18:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2023;8
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;47.98;30/3/2019 16:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;3
EDUARDO MATEOS SRL;Nafta (súper) entre 92 y 95 Ron;47.52;30/4/2019 15:00;SHELL C.A.P.S.A.;-31.737.744;-60.526.945;2019;4
EL EMPALME S.R.L.;Gas Oil Grado 2;73.70;1/2/2021 00:00;YPF;-3.178.109;-6.046.074;2021;2
EL EMPALME S.R.L.;Gas Oil Grado 2;925.00;1/2/2024 00:00;YPF;-3.178.109;-6.046.074;2024;2
EL EMPALME S.R.L.;Gas Oil Grado 2;1271.00;1/2/2025 00:00;YPF;-3.178.109;-6.046.074;2025;2
EL EMPALME S.R.L.;Gas Oil Grado 2;38.98;1/3/2019 00:00;YPF;-3.178.109;-6.046.074;2019;3
EL EMPALME S.R.L.;Gas Oil Grado 2;1295.00;1/3/2025 00:10;YPF;-3.178.109;-6.046.074;2025;3
EL EMPALME S.R.L.;Gas Oil Grado 2;1042.00;1/4/2024 00:00;YPF;-3.178.109;-6.046.074;2024;4
EL EMPALME S.R.L.;Gas Oil Grado 2;1318.00;1/4/2025 00:00;YPF;-3.178.109;-6.046.074;2025;4
EL EMPALME S.R.L.;Gas Oil Grado 2;1084.00;1/5/2024 00:00;YPF;-3.178.109;-6.046.074;2024;5
EL EMPALME S.R.L.;Gas Oil Grado 2;1279.00;1/5/2025 00:00;YPF;-3.178.109;-6.046.074;2025;5
EL EMPALME S.R.L.;Gas Oil Grado 2;43.37;1/6/2019 00:00;YPF;-3.178.109;-6.046.074;2019;6
EL EMPALME S.R.L.;Gas Oil Grado 2;1112.00;1/6/2024 00:00;YPF;-3.178.109;-6.046.074;2024;6
EL EMPALME S.R.L.;Gas Oil Grado 2;1300.00;1/6/2025 00:00;YPF;-3.178.109;-6.046.074;2025;6
EL EMPALME S.R.L.;Gas Oil Grado 2;26.32;1/7/2018 00:00;YPF;-3.178.109;-6.046.074;2018;7
EL EMPALME S.R.L.;Gas Oil Grado 2;44.13;1/7/2019 00:00;YPF;-3.178.109;-6.046.074;2019;7
EL EMPALME S.R.L.;Gas Oil Grado 2;1145.00;1/7/2024 00:00;YPF;-3.178.109;-6.046.074;2024;7
EL EMPALME S.R.L.;Gas Oil Grado 2;1174.00;1/8/2024 00:00;YPF;-3.178.109;-6.046.074;2024;8
EL EMPALME S.R.L.;Gas Oil Grado 2;29.70;1/9/2018 00:00;YPF;-3.178.109;-6.046.074;2018;9
EL EMPALME S.R.L.;Gas Oil Grado 2;1198.00;1/9/2024 00:00;YPF;-3.178.109;-6.046.074;2024;9
EL EMPALME S.R.L.;Gas Oil Grado 2;168.70;1/10/2022 00:00;YPF;-3.178.109;-6.046.074;2022;10
EL EMPALME S.R.L.;Gas Oil Grado 2;1174.00;1/10/2024 00:00;YPF;-3.178.109;-6.046.074;2024;10
EL EMPALME S.R.L.;Gas Oil Grado 2;48.24;1/11/2019 00:00;YPF;-3.178.109;-6.046.074;2019;11
EL EMPALME S.R.L.;Gas Oil Grado 2;357.00;1/11/2023 00:01;YPF;-3.178.109;-6.046.074;2023;11
EL EMPALME S.R.L.;Gas Oil Grado 2;1207.00;1/11/2024 00:00;YPF;-3.178.109;-6.046.074;2024;11
EL EMPALME S.R.L.;Gas Oil Grado 2;54.09;1/12/2019 00:00;YPF;-3.178.109;-6.046.074;2019;12
EL EMPALME S.R.L.;Gas Oil Grado 2;1224.00;1/12/2024 00:00;YPF;-3.178.109;-6.046.074;2024;12
EL EMPALME S.R.L.;Gas Oil Grado 2;16.850;2/2/2017 11:38;YPF;-3.178.109;-6.046.074;2017;2
EL EMPALME S.R.L.;Gas Oil Grado 2;97.30;2/2/2022 00:00;YPF;-3.178.109;-6.046.074;2022;2
EL EMPALME S.R.L.;Gas Oil Grado 2;995.00;2/3/2024 00:00;YPF;-3.178.109;-6.046.074;2024;3
EL EMPALME S.R.L.;Gas Oil Grado 2;25.07;2/6/2018 00:00;YPF;-3.178.109;-6.046.074;2018;6
EL EMPALME S.R.L.;Gas Oil Grado 2;18.79;2/7/2017 00:00;YPF;-3.178.109;-6.046.074;2017;7
EL EMPALME S.R.L.;Gas Oil Grado 2;281.00;2/8/2023 00:00;YPF;-3.178.109;-6.046.074;2023;8
EL EMPALME S.R.L.;Gas Oil Grado 2;21.75;2/12/2017 00:00;YPF;-3.178.109;-6.046.074;2017;12
EL EMPALME S.R.L.;Gas Oil Grado 2;869.00;3/1/2024 09:00;YPF;-3.178.109;-6.046.074;2024;1
EL EMPALME S.R.L.;Gas Oil Grado 2;1246.00;3/1/2025 00:00;YPF;-3.178.109;-6.046.074;2025;1
EL EMPALME S.R.L.;Gas Oil Grado 2;183.90;3/11/2022 00:00;YPF;-3.178.109;-6.046.074;2022;11
EL EMPALME S.R.L.;Gas Oil Grado 2;37.69;3/12/2018 00:00;YPF;-3.178.109;-6.046.074;2018;12
EL EMPALME S.R.L.;Gas Oil Grado 2;32.08;4/9/2018 00:00;YPF;-3.178.109;-6.046.074;2018;9
EL EMPALME S.R.L.;Gas Oil Grado 2;36.52;4/11/2018 00:00;YPF;-3.178.109;-6.046.074;2018;11
EL EMPALME S.R.L.;Gas Oil Grado 2;192.20;4/12/2022 00:00;YPF;-3.178.109;-6.046.074;2022;12
EL EMPALME S.R.L.;Gas Oil Grado 2;66.80;5/1/2021 00:00;YPF;-3.178.109;-6.046.074;2021;1
EL EMPALME S.R.L.;Gas Oil Grado 2;37.92;5/2/2019 00:00;YPF;-3.178.109;-6.046.074;2019;2
EL EMPALME S.R.L.;Gas Oil Grado 2;17.73;5/4/2017 00:00;YPF;-3.178.109;-6.046.074;2017;4
EL EMPALME S.R.L.;Gas Oil Grado 2;28.94;5/8/2018 00:00;YPF;-3.178.109;-6.046.074;2018;8
EL EMPALME S.R.L.;Gas Oil Grado 2;23.41;6/2/2018 00:00;YPF;-3.178.109;-6.046.074;2018;2
EL EMPALME S.R.L.;Gas Oil Grado 2;37.29;7/1/2019 00:00;YPF;-3.178.109;-6.046.074;2019;1
EL EMPALME S.R.L.;Gas Oil Grado 2;18.20;7/2/2017 18:55;YPF;-3.178.109;-6.046.074;2017;2
EL EMPALME S.R.L.;Gas Oil Grado 2;26.58;7/7/2018 00:00;YPF;-3.178.109;-6.046.074;2018;7
EL EMPALME S.R.L.;Gas Oil Grado 2;268.90;8/7/2023 00:00;YPF;-3.178.109;-6.046.074;2023;7
EL EMPALME S.R.L.;Gas Oil Grado 2;502.00;8/12/2023 13:00;YPF;-3.178.109;-6.046.074;2023;12
EL EMPALME S.R.L.;Gas Oil Grado 2;122.60;9/5/2022 00:00;YPF;-3.178.109;-6.046.074;2022;5
EL EMPALME S.R.L.;Gas Oil Grado 2;67.50;10/1/2021 00:00;YPF;-3.178.109;-6.046.074;2021;1
EL EMPALME S.R.L.;Gas Oil Grado 2;23.99;11/4/2018 03:00;YPF;-3.178.109;-6.046.074;2018;4
EL EMPALME S.R.L.;Gas Oil Grado 2;32.91;11/9/2018 00:00;YPF;-3.178.109;-6.046.074;2018;9
EL EMPALME S.R.L.;Gas Oil Grado 2;27.38;12/7/2018 00:00;YPF;-3.178.109;-6.046.074;2018;7
EL EMPALME S.R.L.;Gas Oil Grado 2;689.00;13/12/2023 22:00;YPF;-3.178.109;-6.046.074;2023;12
EL EMPALME S.R.L.;Gas Oil Grado 2;74.70;14/2/2021 00:00;YPF;-3.178.109;-6.046.074;2021;2
EL EMPALME S.R.L.;Gas Oil Grado 2;109.00;14/3/2022 00:00;YPF;-3.178.109;-6.046.074;2022;3
EL EMPALME S.R.L.;Gas Oil Grado 2;1285.00;14/5/2025 00:00;YPF;-3.178.109;-6.046.074;2025;5
EL EMPALME S.R.L.;Gas Oil Grado 2;50.69;14/11/2019 00:00;YPF;-3.178.109;-6.046.074;2019;11
EL EMPALME S.R.L.;Gas Oil Grado 2;69.90;16/1/2021 00:00;YPF;-3.178.109;-6.046.074;2021;1
EL EMPALME S.R.L.;Gas Oil Grado 2;200.90;16/1/2023 00:00;YPF;-3.178.109;-6.046.074;2023;1
EL EMPALME S.R.L.;Gas Oil Grado 2;97.30;16/2/2022 17:10;YPF;-3.178.109;-6.046.074;2022;2
EL EMPALME S.R.L.;Gas Oil Grado 2;210.80;16/2/2023 00:00;YPF;-3.178.109;-6.046.074;2023;2
EL EMPALME S.R.L.;Gas Oil Grado 2;79.90;16/3/2021 00:00;YPF;-3.178.109;-6.046.074;2021;3
EL EMPALME S.R.L.;Gas Oil Grado 2;219.90;16/3/2023 00:00;YPF;-3.178.109;-6.046.074;2023;3
EL EMPALME S.R.L.;Gas Oil Grado 2;231.40;16/4/2023 00:00;YPF;-3.178.109;-6.046.074;2023;4
EL EMPALME S.R.L.;Gas Oil Grado 2;89.30;16/5/2021 00:00;YPF;-3.178.109;-6.046.074;2021;5
EL EMPALME S.R.L.;Gas Oil Grado 2;144.80;16/6/2022 17:00;YPF;-3.178.109;-6.046.074;2022;6
EL EMPALME S.R.L.;Gas Oil Grado 2;59.89;16/10/2020 00:00;YPF;-3.178.109;-6.046.074;2020;10
EL EMPALME S.R.L.;Gas Oil Grado 2;64.30;16/12/2020 00:00;YPF;-3.178.109;-6.046.074;2020;12
EL EMPALME S.R.L.;Gas Oil Grado 2;70.60;17/1/2021 00:00;YPF;-3.178.109;-6.046.074;2021;1
EL EMPALME S.R.L.;Gas Oil Grado 2;84.80;17/4/2021 00:00;YPF;-3.178.109;-6.046.074;2021;4
EL EMPALME S.R.L.;Gas Oil Grado 2;242.70;17/5/2023 08:00;YPF;-3.178.109;-6.046.074;2023;5
EL EMPALME S.R.L.;Gas Oil Grado 2;257.30;17/6/2023 00:00;YPF;-3.178.109;-6.046.074;2023;6
EL EMPALME S.R.L.;Gas Oil Grado 2;316.10;18/8/2023 00:00;YPF;-3.178.109;-6.046.074;2023;8
EL EMPALME S.R.L.;Gas Oil Grado 2;29.20;19/8/2018 00:00;YPF;-3.178.109;-6.046.074;2018;8
EL EMPALME S.R.L.;Gas Oil Grado 2;56.52;19/8/2020 00:00;YPF;-3.178.109;-6.046.074;2020;8
EL EMPALME S.R.L.;Gas Oil Grado 2;45.94;19/9/2019 00:00;YPF;-3.178.109;-6.046.074;2019;9
EL EMPALME S.R.L.;Gas Oil Grado 2;57.76;19/9/2020 00:00;YPF;-3.178.109;-6.046.074;2020;9
EL EMPALME S.R.L.;Gas Oil Grado 2;156.10;21/8/2022 00:00;YPF;-3.178.109;-6.046.074;2022;8
EL EMPALME S.R.L.;Gas Oil Grado 2;20.52;23/10/2017 06:01;YPF;-3.178.109;-6.046.074;2017;10
EL EMPALME S.R.L.;Gas Oil Grado 2;326.00;23/10/2023 00:00;YPF;-3.178.109;-6.046.074;2023;10
EL EMPALME S.R.L.;Gas Oil Grado 2;61.90;23/11/2020 00:00;YPF;-3.178.109;-6.046.074;2020;11
EL EMPALME S.R.L.;Gas Oil Grado 2;22.62;24/1/2018 00:00;YPF;-3.178.109;-6.046.074;2018;1
EL EMPALME S.R.L.;Gas Oil Grado 2;71.60;24/1/2021 00:00;YPF;-3.178.109;-6.046.074;2021;1
EL EMPALME S.R.L.;Gas Oil Grado 2;125.70;25/5/2022 00:00;YPF;-3.178.109;-6.046.074;2022;5
EL EMPALME S.R.L.;Gas Oil Grado 2;401.00;25/11/2023 00:00;YPF;-3.178.109;-6.046.074;2023;11
EL EMPALME S.R.L.;Gas Oil Grado 2;18.20;30/3/2017 14:00;YPF;-3.178.109;-6.046.074;2017;3
EL EMPALME S.R.L.;Gas Oil Grado 2;42.73;30/4/2019 06:00;YPF;-3.178.109;-6.046.074;2019;4
EL EMPALME S.R.L.;Gas Oil Grado 2;35.37;30/9/2018 00:00;YPF;-3.178.109;-6.046.074;2018;9
EL EMPALME S.R.L.;Gas Oil Grado 2;64.90;30/12/2020 00:00;YPF;-3.178.109;-6.046.074;2020;12
EL EMPALME S.R.L.;Gas Oil Grado 2;72.30;31/1/2021 00:00;YPF;-3.178.109;-6.046.074;2021;1
EL EMPALME S.R.L.;Gas Oil Grado 2;40.89;31/3/2019 00:00;YPF;-3.178.109;-6.046.074;2019;3
EL EMPALME S.R.L.;Gas Oil Grado 3;89.10;1/2/2021 00:00;YPF;-3.178.109;-6.046.074;2021;2
EL EMPALME S.R.L.;Gas Oil Grado 3;1098.00;1/2/2024 00:00;YPF;-3.178.109;-6.046.074;2024;2
EL EMPALME S.R.L.;Gas Oil Grado 3;1506.00;1/2/2025 00:00;YPF;-3.178.109;-6.046.074;2025;2
EL EMPALME S.R.L.;Gas Oil Grado 3;46.52;1/3/2019 00:00;YPF;-3.178.109;-6.046.074;2019;3
EL EMPALME S.R.L.;Gas Oil Grado 3;1535.00;1/3/2025 00:10;YPF;-3.178.109;-6.046.074;2025;3
